"State","Abb","Year","Population","Aggravated.assault","Burglary","Larceny.theft","Legacy.rape","Motor.vehicle.theft","Murder","Rape","Robbery"
"Illinois","IL",1965,10644000,14553,58566,137634,1706,40438,551,NA,17535
"Illinois","IL",1966,10722000,16770,60099,152102,1777,44530,745,NA,19824
"Illinois","IL",1967,10893000,18331,66282,161876,1953,45931,793,NA,21879
"Illinois","IL",1968,10974000,18876,75013,187133,1798,48400,893,NA,23209
"Illinois","IL",1969,11047000,20327,81602,199600,2113,52416,950,NA,26153
"Illinois","IL",1970,11113976,20762,85067,225437,2270,57551,1066,NA,27908
"Illinois","IL",1971,11196000,21039,93682,234618,2418,53267,1079,NA,28900
"Illinois","IL",1972,11251000,24287,95190,224344,2623,49843,985,NA,29267
"Illinois","IL",1973,11236000,27949,115183,251263,2694,57046,1163,NA,30651
"Illinois","IL",1974,11131000,30523,140717,307382,3082,59155,1319,NA,34882
"Illinois","IL",1975,11145000,34343,157110,337698,2869,66147,1179,NA,36308
"Illinois","IL",1976,11229000,34099,141305,335946,2763,65050,1161,NA,32243
"Illinois","IL",1977,11245000,35345,141346,318062,2932,68783,1109,NA,31524
"Illinois","IL",1978,11243000,38893,151854,333910,3151,69989,1108,NA,32932
"Illinois","IL",1979,11230000,42579,161776,356062,3702,75912,1203,NA,36056
"Illinois","IL",1980,11355062,44923,177099,369319,3950,73689,1205,NA,41675
"Illinois","IL",1981,11455000,43108,173142,366696,3716,69929,1205,NA,42752
"Illinois","IL",1982,11448000,44515,157273,354106,3424,68575,1005,NA,39700
"Illinois","IL",1983,11486000,42273,148445,339061,3619,65351,1112,NA,36625
"Illinois","IL",1984,11511000,43849,135068,324649,3594,67407,1033,NA,34965
"Illinois","IL",1985,11535000,43872,131015,331030,4529,68160,927,NA,33120
"Illinois","IL",1986,11533000,50083,136306,339418,4765,72587,1023,NA,37583
"Illinois","IL",1987,11582000,50400,130147,342492,4443,62487,967,NA,36406
"Illinois","IL",1988,11544000,52020,130292,355148,4449,69876,991,NA,36097
"Illinois","IL",1989,11658000,54261,125441,362556,4161,70806,1051,NA,39138
"Illinois","IL",1990,11430602,59850,121506,372862,4505,73473,1182,NA,45038
"Illinois","IL",1991,11543000,61387,129284,382942,4615,75642,1300,NA,52653
"Illinois","IL",1992,11631000,60057,125306,359618,4312,71976,1322,NA,47973
"Illinois","IL",1993,11697000,62298,118788,360730,4046,65351,1332,NA,44584
"Illinois","IL",1994,11752000,63849,118116,363888,3913,66218,1378,NA,43788
"Illinois","IL",1995,11830000,73163,108555,357143,4313,61874,1221,NA,39139
"Illinois","IL",1996,11847000,66649,108185,358515,4548,58077,1179,NA,33106
"Illinois","IL",1997,11896000,63842,103550,350140,4415,55423,1096,NA,33123
"Illinois","IL",1998,12045000,62261,97792,337191,4095,52932,1008,NA,29927
"Illinois","IL",1999,12128370,52020,86317,320954,4297,56668,939,NA,26365
"Illinois","IL",2000,12419293,50731,81850,313161,3926,50267,898,NA,25641
"Illinois","IL",2001,12520227,49347,79158,306757,4010,48733,982,NA,24931
"Illinois","IL",2002,12586447,45114,81440,304227,4370,44812,961,NA,25314
"Illinois","IL",2003,12649087,41506,78345,295907,4189,41633,895,NA,23786
"Illinois","IL",2004,12712016,41783,76088,287025,4220,40373,780,NA,22582
"Illinois","IL",2005,12765427,42158,77635,277662,4313,39373,770,NA,23255
"Illinois","IL",2006,12831970,40858,77259,272578,4078,37641,780,NA,23782
"Illinois","IL",2007,12852548,40573,75524,267911,4103,33887,752,NA,23100
"Illinois","IL",2008,12901563,38818,78968,266815,4118,32572,790,NA,24054
"Illinois","IL",2009,12910409,36588,77850,248821,3901,26676,773,NA,22923
"Illinois","IL",2010,12841980,32976,77472,242681,3066,28911,704,NA,20386
"Illinois","IL",2011,12859752,30495,77719,237362,3030,29387,781,NA,20217
"Illinois","IL",2012,12868192,29725,71100,235314,3581,26292,770,NA,19480
"Illinois","IL",2013,12882135,26283,58237,213813,3276,20933,706,4263,17722
"Illinois","IL",2014,12880580,27520,50008,199926,3081,17451,685,4159,15299
"Illinois","IL",2015,12859995,28879,46443,191634,3549,17652,744,4821,14910
"Illinois","IL",2016,12801539,32065,47989,194407,3635,19910,1054,4908,17827
"Illinois","IL",2017,12802023,32060,43459,193157,NA,20881,997,5556,17567
"Indiana","IN",1961,4711000,1773,22162,42379,250,8330,192,NA,1829
"Indiana","IN",1962,4715000,1921,22183,49473,289,9154,167,NA,1814
"Indiana","IN",1963,4694000,2090,25294,56127,380,9996,130,NA,2219
"Indiana","IN",1964,4825000,3110,25797,62098,505,10883,147,NA,2802
"Indiana","IN",1965,4885000,3204,27178,60113,516,12043,173,NA,2802
"Indiana","IN",1966,4918000,3390,30859,63282,520,13551,197,NA,3089
"Indiana","IN",1967,5000000,3389,35074,69464,633,16943,188,NA,3933
"Indiana","IN",1968,5067000,4126,37693,79174,741,20872,243,NA,5119
"Indiana","IN",1969,5118000,4234,41916,85869,864,20188,255,NA,4788
"Indiana","IN",1970,5193669,5171,48084,97338,1031,23389,253,NA,5729
"Indiana","IN",1971,5274000,5078,51104,100414,1025,21240,282,NA,6646
"Indiana","IN",1972,5291000,5577,50180,97921,1192,19339,321,NA,5878
"Indiana","IN",1973,5316000,6284,55064,108623,1239,20728,388,NA,5785
"Indiana","IN",1974,5330000,6783,66870,127706,1255,20948,427,NA,7166
"Indiana","IN",1975,5311000,7609,73103,149447,1291,20620,449,NA,8328
"Indiana","IN",1976,5302000,8286,64450,146859,1228,19746,377,NA,6830
"Indiana","IN",1977,5330000,8181,57894,133179,1412,20117,395,NA,6565
"Indiana","IN",1978,5374000,9072,59561,134119,1451,22090,334,NA,6526
"Indiana","IN",1979,5400000,8958,63176,143666,1681,23381,448,NA,7167
"Indiana","IN",1980,5461103,10620,71720,153297,1808,23602,485,NA,7720
"Indiana","IN",1981,5466000,9618,63887,147038,1616,18547,388,NA,7050
"Indiana","IN",1982,5471000,8602,59569,148454,1521,17871,355,NA,5966
"Indiana","IN",1983,5479000,8278,54147,138929,1509,17649,286,NA,5474
"Indiana","IN",1984,5498000,9671,51019,128941,1372,19298,303,NA,5435
"Indiana","IN",1985,5499000,10312,50295,129861,1318,18064,319,NA,5065
"Indiana","IN",1986,5504000,10230,48802,128404,1424,18027,329,NA,4954
"Indiana","IN",1987,5531000,11352,52363,137722,1609,19610,307,NA,4901
"Indiana","IN",1988,5575000,14135,52137,138335,1731,19705,358,NA,4963
"Indiana","IN",1989,5593000,14907,54201,149514,1804,21877,353,NA,5671
"Indiana","IN",1990,5544159,18209,52297,156741,2103,24338,344,NA,5619
"Indiana","IN",1991,5610000,19102,54814,161039,2318,26077,423,NA,6506
"Indiana","IN",1992,5662000,19008,53907,157181,2398,25496,464,NA,6921
"Indiana","IN",1993,5713000,18432,48677,154016,2234,24456,430,NA,6845
"Indiana","IN",1994,5752000,20216,48921,160043,2046,25011,453,NA,7490
"Indiana","IN",1995,5803000,20211,47676,163618,1930,27023,466,NA,7844
"Indiana","IN",1996,5841000,21705,45782,160777,1992,24817,420,NA,7249
"Indiana","IN",1997,5864000,20058,48182,158442,1928,25099,430,NA,7763
"Indiana","IN",1998,5899000,16456,46552,152790,1952,21187,454,NA,6561
"Indiana","IN",1999,5942901,13767,42463,138794,1607,20290,391,NA,6496
"Indiana","IN",2000,6080485,12837,41108,144707,1759,21090,352,NA,6282
"Indiana","IN",2001,6126743,13434,42758,147291,1716,21499,413,NA,7171
"Indiana","IN",2002,6156913,13184,42605,146073,1843,20287,362,NA,6612
"Indiana","IN",2003,6199571,13383,41582,145686,1720,20771,338,NA,6401
"Indiana","IN",2004,6226537,11802,42168,148670,1803,21091,316,NA,6373
"Indiana","IN",2005,6266019,11281,43756,151278,1856,21744,356,NA,6809
"Indiana","IN",2006,6313520,10956,45538,150655,1811,21590,361,NA,7175
"Indiana","IN",2007,6345289,11377,46485,147999,1738,19403,350,NA,7845
"Indiana","IN",2008,6376792,11912,48805,147334,1711,17500,322,NA,7580
"Indiana","IN",2009,6423113,12175,48880,137190,1621,13837,312,NA,7347
"Indiana","IN",2010,6490622,12396,48570,137204,1760,13500,268,NA,6559
"Indiana","IN",2011,6516353,12578,50571,140630,1758,14815,306,NA,6977
"Indiana","IN",2012,6537782,13975,47689,136668,1661,13637,307,NA,6601
"Indiana","IN",2013,6570902,13882,42909,130423,1646,14204,355,2142,7108
"Indiana","IN",2014,6596855,14686,36893,124022,1615,13861,330,2186,6897
"Indiana","IN",2015,6619680,15765,34410,123918,1789,13519,373,2404,7111
"Indiana","IN",2016,6633053,16575,34097,122931,1851,14731,439,2501,7330
"Indiana","IN",2017,6666818,16976,30140,115591,NA,15401,397,2625,6600
"Iowa","IA",1961,2779000,235,6356,21096,81,1940,36,NA,291
"Iowa","IA",1962,2777000,185,7326,21668,105,2037,31,NA,238
"Iowa","IA",1963,2780000,241,7516,22374,100,2265,35,NA,253
"Iowa","IA",1964,2756000,525,8004,25733,137,2639,35,NA,310
"Iowa","IA",1965,2760000,554,8398,26220,123,2889,36,NA,354
"Iowa","IA",1966,2747000,688,9245,31074,132,3622,43,NA,351
"Iowa","IA",1967,2753000,833,11881,34022,155,4273,42,NA,578
"Iowa","IA",1968,2748000,962,13027,39476,186,4523,48,NA,686
"Iowa","IA",1969,2781000,1079,13603,42184,178,4937,39,NA,622
"Iowa","IA",1970,2825041,1208,14331,49253,175,4945,54,NA,804
"Iowa","IA",1971,2852000,1649,15160,52528,255,4372,52,NA,866
"Iowa","IA",1972,2883000,1451,15037,50560,248,4874,50,NA,770
"Iowa","IA",1973,2904000,1624,18412,55310,329,5538,63,NA,954
"Iowa","IA",1974,2855000,1724,22597,65153,287,6255,54,NA,1390
"Iowa","IA",1975,2870000,2135,23492,78057,297,6593,71,NA,1536
"Iowa","IA",1976,2870000,2259,23737,82788,307,5938,67,NA,1180
"Iowa","IA",1977,2879000,2585,23392,77304,306,6331,67,NA,1187
"Iowa","IA",1978,2896000,2943,25214,78567,300,6808,74,NA,1357
"Iowa","IA",1979,2903000,3417,26768,85023,320,7829,65,NA,1457
"Iowa","IA",1980,2907804,3751,31390,93605,416,7205,63,NA,1596
"Iowa","IA",1981,2897000,3896,30925,93333,389,6465,76,NA,1554
"Iowa","IA",1982,2905000,3538,27535,82568,362,5045,67,NA,1051
"Iowa","IA",1983,2905000,3637,26599,77402,365,4586,68,NA,1192
"Iowa","IA",1984,2910000,4233,25357,74818,375,4610,59,NA,1114
"Iowa","IA",1985,2884000,4501,26349,76835,363,4423,55,NA,1187
"Iowa","IA",1986,2851000,5099,27255,79864,356,4514,51,NA,1197
"Iowa","IA",1987,2834000,5132,26010,80489,337,4282,59,NA,1025
"Iowa","IA",1988,2834000,5654,24211,79447,446,4596,47,NA,1132
"Iowa","IA",1989,2840000,5942,24052,79801,459,4496,54,NA,1108
"Iowa","IA",1990,2776755,6668,22448,78384,510,4718,54,NA,1089
"Iowa","IA",1991,2795000,6580,23267,79030,583,4772,57,NA,1257
"Iowa","IA",1992,2812000,6131,21197,77788,528,4474,44,NA,1113
"Iowa","IA",1993,2814000,6890,20562,73148,686,5370,66,NA,1517
"Iowa","IA",1994,2829000,6874,18872,70507,666,5096,47,NA,1327
"Iowa","IA",1995,2842000,7894,21527,78645,619,6332,51,NA,1507
"Iowa","IA",1996,2852000,5871,18954,71893,561,5449,53,NA,1286
"Iowa","IA",1997,2852000,6617,22003,71301,579,6682,52,NA,1593
"Iowa","IA",1998,2862000,6678,19282,66016,728,5974,54,NA,1456
"Iowa","IA",1999,2869413,6160,17012,62316,780,5135,43,NA,1051
"Iowa","IA",2000,2926324,6003,16342,65118,676,5374,46,NA,1071
"Iowa","IA",2001,2931967,6012,16885,66244,649,5505,50,NA,1154
"Iowa","IA",2002,2935840,6378,18643,68411,797,5823,44,NA,1169
"Iowa","IA",2003,2941976,6198,17515,64400,796,5639,50,NA,1131
"Iowa","IA",2004,2952904,6513,17928,62214,782,5633,44,NA,1160
"Iowa","IA",2005,2965524,6657,18147,60723,847,5500,40,NA,1153
"Iowa","IA",2006,2982085,6286,18160,60998,871,5044,55,NA,1309
"Iowa","IA",2007,2988046,6633,17176,57018,970,4939,39,NA,1328
"Iowa","IA",2008,3002555,6388,16598,52299,937,4376,77,NA,1249
"Iowa","IA",2009,3007856,6356,16419,49757,890,3904,38,NA,1201
"Iowa","IA",2010,3050202,6258,16746,48194,883,3800,38,NA,1012
"Iowa","IA",2011,3064097,6149,17573,50472,866,3998,44,NA,824
"Iowa","IA",2012,3075039,6255,17201,49116,901,4040,49,NA,962
"Iowa","IA",2013,3090416,6323,15868,47686,757,4246,43,1083,939
"Iowa","IA",2014,3107126,6264,14428,46477,828,4151,60,1128,1045
"Iowa","IA",2015,3123899,6661,14892,44723,851,4342,72,1156,1047
"Iowa","IA",2016,3134693,6644,15030,45378,922,4983,71,1247,1148
"Iowa","IA",2017,3145711,6639,15078,46198,NA,5579,104,1234,1253
"Kansas","KS",1961,2194000,663,7275,20763,118,1880,41,NA,460
"Kansas","KS",1962,2219000,787,7531,23514,147,2269,63,NA,480
"Kansas","KS",1963,2225000,978,8234,24068,148,2402,57,NA,648
"Kansas","KS",1964,2225000,1629,9626,28613,246,3106,75,NA,623
"Kansas","KS",1965,2234000,1591,10443,28886,204,2741,60,NA,537
"Kansas","KS",1966,2250000,1572,10712,30742,200,3325,78,NA,667
"Kansas","KS",1967,2275000,1956,13610,35231,243,4206,90,NA,959
"Kansas","KS",1968,2303000,1977,14178,40353,305,4733,86,NA,1095
"Kansas","KS",1969,2321000,2171,16091,47579,350,5291,81,NA,1271
"Kansas","KS",1970,2249071,2440,19829,51784,325,5772,107,NA,1689
"Kansas","KS",1971,2258000,2885,20064,48511,360,5504,115,NA,1483
"Kansas","KS",1972,2258000,2689,20472,46433,401,5239,91,NA,1556
"Kansas","KS",1973,2279000,2627,23485,46840,411,4798,137,NA,1781
"Kansas","KS",1974,2270000,3221,28797,57134,447,5416,157,NA,2447
"Kansas","KS",1975,2267000,3691,31047,64900,391,5360,122,NA,2103
"Kansas","KS",1976,2310000,3936,30618,67870,506,5365,104,NA,1983
"Kansas","KS",1977,2326000,4199,29549,63716,511,5683,153,NA,2343
"Kansas","KS",1978,2348000,4551,30215,63194,586,5816,133,NA,2201
"Kansas","KS",1979,2369000,5197,31504,69622,626,6479,130,NA,2423
"Kansas","KS",1980,2354783,5599,35826,75268,742,6398,163,NA,2664
"Kansas","KS",1981,2381000,5301,36768,77039,733,6073,151,NA,2611
"Kansas","KS",1982,2408000,5259,32382,73416,596,5358,138,NA,2095
"Kansas","KS",1983,2425000,5117,28318,68735,627,4875,137,NA,2038
"Kansas","KS",1984,2438000,5644,25577,67028,669,5041,89,NA,1745
"Kansas","KS",1985,2450000,5947,25740,67433,719,5301,121,NA,1929
"Kansas","KS",1986,2461000,6200,29229,74029,810,6349,108,NA,1958
"Kansas","KS",1987,2476000,5982,28177,78043,808,6268,110,NA,2032
"Kansas","KS",1988,2487000,6083,29321,76927,779,6032,85,NA,2136
"Kansas","KS",1989,2513000,6510,29871,77802,917,7473,138,NA,2508
"Kansas","KS",1990,2477574,7079,28901,80361,1002,8309,98,NA,2914
"Kansas","KS",1991,2495000,7741,32601,84258,1118,8757,153,NA,3453
"Kansas","KS",1992,2523000,8418,32639,80526,1042,8169,151,NA,3277
"Kansas","KS",1993,2531000,8259,28655,76538,1016,8167,161,NA,3128
"Kansas","KS",1994,2554000,7149,28635,75459,1055,8383,170,NA,2940
"Kansas","KS",1995,2565000,6920,27404,78855,938,8299,159,NA,2775
"Kansas","KS",1996,2572000,6900,25239,78145,1096,6388,170,NA,2476
"Kansas","KS",1997,2595000,7287,24292,91823,1179,6438,150,NA,2535
"Kansas","KS",1998,2629000,7384,24984,85329,1128,6801,173,NA,2287
"Kansas","KS",1999,2654052,6887,21874,79722,1065,6048,160,NA,2047
"Kansas","KS",2000,2688418,7231,21484,80077,1022,6496,169,NA,2048
"Kansas","KS",2001,2702125,7449,20514,77038,945,7985,92,NA,2423
"Kansas","KS",2002,2711769,6951,19679,73877,1035,7212,78,NA,2165
"Kansas","KS",2003,2724786,7374,21973,79471,1085,7832,125,NA,2247
"Kansas","KS",2004,2733697,7254,20146,81115,1142,8510,122,NA,1812
"Kansas","KS",2005,2748172,7707,19028,76222,1098,9338,101,NA,1795
"Kansas","KS",2006,2764075,8678,20086,75450,1279,8724,125,NA,1878
"Kansas","KS",2007,2775997,9315,20461,73900,1287,8600,106,NA,2022
"Kansas","KS",2008,2802134,8534,19651,67826,1226,7405,113,NA,1681
"Kansas","KS",2009,2818747,8370,19473,65499,1179,5958,125,NA,1786
"Kansas","KS",2010,2859143,7821,19315,63774,1146,6020,97,NA,1538
"Kansas","KS",2011,2870386,7528,18712,63259,1122,6684,111,NA,1448
"Kansas","KS",2012,2885398,7609,18874,65413,1105,6779,85,NA,1493
"Kansas","KS",2013,2893957,7181,17375,61264,835,6641,112,1195,1350
"Kansas","KS",2014,2904021,7259,15828,56697,1075,6906,91,1411,1362
"Kansas","KS",2015,2911641,7792,15362,56880,1251,6957,128,1615,1818
"Kansas","KS",2016,2907289,7966,14364,57066,971,6937,111,1312,1671
"Kansas","KS",2017,2913123,8458,13931,59816,NA,7846,160,1627,1785
"Kentucky","KY",1961,3076000,1475,11271,19402,146,3330,201,NA,1085
"Kentucky","KY",1962,3082000,1463,12809,21692,177,3569,201,NA,1122
"Kentucky","KY",1963,3095000,1402,13508,24159,166,3965,172,NA,1109
"Kentucky","KY",1964,3159000,1928,14571,27430,254,4526,164,NA,1140
"Kentucky","KY",1965,3179000,1919,14140,28112,209,4822,168,NA,1167
"Kentucky","KY",1966,3183000,2341,15360,28532,265,7249,223,NA,1362
"Kentucky","KY",1967,3189000,2461,15399,30325,291,8988,230,NA,1502
"Kentucky","KY",1968,3229000,2758,16872,31376,330,10726,288,NA,1941
"Kentucky","KY",1969,3232000,2803,18399,34646,370,11179,336,NA,2236
"Kentucky","KY",1970,3219311,4015,22662,39002,441,11150,357,NA,2344
"Kentucky","KY",1971,3282000,4329,23596,39232,489,10905,358,NA,2541
"Kentucky","KY",1972,3299000,3862,21449,35495,517,9298,323,NA,2744
"Kentucky","KY",1973,3342000,3645,22716,38072,545,7561,323,NA,2843
"Kentucky","KY",1974,3357000,3818,27865,49240,592,7682,347,NA,3100
"Kentucky","KY",1975,3396000,4595,32696,60251,523,8944,345,NA,3504
"Kentucky","KY",1976,3428000,4632,31886,63683,611,8460,362,NA,3382
"Kentucky","KY",1977,3458000,4263,30162,57477,659,8485,349,NA,2806
"Kentucky","KY",1978,3498000,3921,30942,58231,725,8766,316,NA,2845
"Kentucky","KY",1979,3527000,4447,32082,62431,719,9035,335,NA,3247
"Kentucky","KY",1980,3641479,5224,37901,68296,698,9131,321,NA,3468
"Kentucky","KY",1981,3661000,5838,38893,71194,766,8603,308,NA,3687
"Kentucky","KY",1982,3667000,6893,37736,73020,734,8548,355,NA,3568
"Kentucky","KY",1983,3714000,7550,36286,71322,817,7994,364,NA,3236
"Kentucky","KY",1984,3723000,6641,29234,63860,826,6709,244,NA,2631
"Kentucky","KY",1985,3726000,7501,28739,62491,806,7198,256,NA,2821
"Kentucky","KY",1986,3728000,8283,30725,64882,860,7203,248,NA,3076
"Kentucky","KY",1987,3727000,8167,31571,70532,781,7181,280,NA,3361
"Kentucky","KY",1988,3721000,8456,30747,66711,835,6904,229,NA,2764
"Kentucky","KY",1989,3727000,9256,30526,71611,917,8191,293,NA,2836
"Kentucky","KY",1990,3685296,10509,28264,71594,1068,7350,264,NA,2545
"Kentucky","KY",1991,3713000,11610,29576,70885,1315,7969,253,NA,3084
"Kentucky","KY",1992,3755000,15409,27378,69186,1209,8128,216,NA,3273
"Kentucky","KY",1993,3789000,12555,28041,69745,1301,8193,249,NA,3425
"Kentucky","KY",1994,3827000,11802,28718,73449,1350,8558,244,NA,3595
"Kentucky","KY",1995,3860000,8571,28389,76906,1231,10003,276,NA,4001
"Kentucky","KY",1996,3884000,7347,26736,73653,1230,10142,228,NA,3643
"Kentucky","KY",1997,3908000,7308,26638,73487,1304,9694,228,NA,3546
"Kentucky","KY",1998,3936000,8097,27998,71971,1107,9752,237,NA,3468
"Kentucky","KY",1999,3960825,7757,25180,70719,1148,8869,203,NA,3104
"Kentucky","KY",2000,4041769,7363,25308,73141,1091,9274,193,NA,3256
"Kentucky","KY",2001,4068816,6009,26964,71448,1051,8944,181,NA,3269
"Kentucky","KY",2002,4089822,6692,26891,72378,1087,9321,191,NA,3131
"Kentucky","KY",2003,4118189,5703,26034,69083,1124,8253,181,NA,3224
"Kentucky","KY",2004,4141835,5410,25902,70535,1238,8772,236,NA,3268
"Kentucky","KY",2005,4172608,5833,26458,70354,1421,8796,190,NA,3690
"Kentucky","KY",2006,4206074,6026,27867,72197,1312,9364,173,NA,3850
"Kentucky","KY",2007,4241474,6690,27820,71489,1365,8678,206,NA,4068
"Kentucky","KY",2008,4269245,6952,29556,77279,1457,7657,201,NA,4080
"Kentucky","KY",2009,4314113,5643,29880,72938,1531,6096,184,NA,3642
"Kentucky","KY",2010,4347223,5230,30443,74488,1438,6239,188,NA,3748
"Kentucky","KY",2011,4366814,5110,32750,79586,1499,6701,151,NA,3705
"Kentucky","KY",2012,4379730,4792,29877,76199,1312,6724,201,NA,3547
"Kentucky","KY",2013,4395295,4198,26213,71612,1126,6032,167,1611,3246
"Kentucky","KY",2014,4413457,4404,23244,69604,883,6318,160,1440,3336
"Kentucky","KY",2015,4425092,4668,22260,66320,997,7782,209,1492,3307
"Kentucky","KY",2016,4436974,5038,20834,66438,1174,9886,260,1641,3369
"Kentucky","KY",2017,4454189,5174,20195,64394,NA,10244,263,1661,2958
"Louisiana","LA",1961,3321000,2554,11180,20404,267,5633,211,NA,1476
"Louisiana","LA",1962,3330000,2821,10891,22759,226,6137,225,NA,1298
"Louisiana","LA",1963,3418000,3905,13528,27046,212,6770,235,NA,1446
"Louisiana","LA",1964,3468000,4620,16730,31267,384,8009,287,NA,1849
"Louisiana","LA",1965,3534000,4686,15983,32277,394,7158,285,NA,1813
"Louisiana","LA",1966,3603000,5330,20845,38685,597,9539,355,NA,2407
"Louisiana","LA",1967,3662000,6122,24030,43075,603,10301,341,NA,3005
"Louisiana","LA",1968,3732000,7406,25303,45981,613,10547,354,NA,3369
"Louisiana","LA",1969,3745000,8464,26013,51421,829,12140,356,NA,3843
"Louisiana","LA",1970,3643180,8665,32426,59300,841,14016,426,NA,5131
"Louisiana","LA",1971,3681000,8953,33567,63661,872,14786,409,NA,4974
"Louisiana","LA",1972,3720000,9403,33597,63262,855,13259,491,NA,4963
"Louisiana","LA",1973,3764000,9384,36212,63625,837,12230,581,NA,5218
"Louisiana","LA",1974,3764000,10356,39362,73633,949,12860,604,NA,5885
"Louisiana","LA",1975,3791000,10957,42255,83093,899,12833,477,NA,5804
"Louisiana","LA",1976,3841000,11851,43810,93991,1028,11546,506,NA,4776
"Louisiana","LA",1977,3921000,13153,45701,96843,1213,13241,609,NA,5602
"Louisiana","LA",1978,3966000,14306,50587,101937,1379,14341,625,NA,6887
"Louisiana","LA",1979,4026000,16161,56237,115856,1554,16421,682,NA,8832
"Louisiana","LA",1980,4199542,17127,63997,121298,1867,15811,661,NA,8271
"Louisiana","LA",1981,4305000,16325,61756,121955,1782,15584,673,NA,8698
"Louisiana","LA",1982,4362000,17472,62151,125701,1740,14637,698,NA,9275
"Louisiana","LA",1983,4438000,17612,57359,123492,1770,13785,629,NA,8433
"Louisiana","LA",1984,4462000,19311,54711,129348,1864,13719,575,NA,8501
"Louisiana","LA",1985,4481000,20313,59326,141739,1782,17130,487,NA,8526
"Louisiana","LA",1986,4501000,21676,65751,153818,1806,19875,575,NA,10071
"Louisiana","LA",1987,4461000,20833,64441,148247,1600,18402,496,NA,7987
"Louisiana","LA",1988,4420000,20259,63843,139141,1702,19929,512,NA,9238
"Louisiana","LA",1989,4382000,21532,64184,152209,1675,22842,653,NA,10397
"Louisiana","LA",1990,4219973,24022,60677,149752,1781,25393,724,NA,11387
"Louisiana","LA",1991,4252000,26120,60017,148334,1738,24381,720,NA,11860
"Louisiana","LA",1992,4287000,28013,58574,152938,1813,26926,747,NA,11636
"Louisiana","LA",1993,4295000,30727,58768,163334,1817,26359,874,NA,12182
"Louisiana","LA",1994,4315000,28060,55188,164081,1923,26219,856,NA,11530
"Louisiana","LA",1995,4342000,29484,53481,166667,1855,25984,740,NA,11662
"Louisiana","LA",1996,4351000,25823,56379,173271,1805,27480,762,NA,12036
"Louisiana","LA",1997,4352000,24360,53935,163114,1799,26374,682,NA,10407
"Louisiana","LA",1998,4369000,23237,51210,157507,1609,23661,560,NA,8651
"Louisiana","LA",1999,4372035,22526,47775,149749,1448,21695,468,NA,7591
"Louisiana","LA",2000,4468976,20851,46289,144345,1497,21270,560,NA,7532
"Louisiana","LA",2001,4470368,20910,46451,139555,1403,21687,501,NA,7864
"Louisiana","LA",2002,4476192,20445,45350,133302,1529,20186,593,NA,7123
"Louisiana","LA",2003,4493665,19429,44572,129471,1601,19655,584,NA,7008
"Louisiana","LA",2004,4506685,20090,45359,134080,1616,19714,574,NA,6564
"Louisiana","LA",2005,4507331,19681,39382,112840,1421,14389,450,NA,5337
"Louisiana","LA",2006,4287768,22853,46703,112605,1587,15667,555,NA,5928
"Louisiana","LA",2007,4293204,23421,46932,118291,1427,15293,625,NA,6316
"Louisiana","LA",2008,4410796,21578,45524,112091,1250,13564,544,NA,6241
"Louisiana","LA",2009,4492076,20848,46928,114102,1351,11589,529,NA,6150
"Louisiana","LA",2010,4545343,18214,45437,110260,1230,9970,500,NA,5297
"Louisiana","LA",2011,4574766,18370,46242,113174,1262,9113,506,NA,5235
"Louisiana","LA",2012,4602134,15737,42037,112764,1155,7872,489,NA,5458
"Louisiana","LA",2013,4625470,16319,41184,115342,1244,9160,498,1619,5548
"Louisiana","LA",2014,4649676,16387,38337,112596,992,9891,477,1375,5695
"Louisiana","LA",2015,4670724,17454,35453,111435,1260,9741,481,1723,5550
"Louisiana","LA",2016,4681666,18556,34667,109380,1328,10339,554,1816,5576
"Louisiana","LA",2017,4684333,18285,34265,112485,NA,10962,582,1867,5358
"Maine","ME",1961,992000,173,2969,7002,58,754,16,NA,87
"Maine","ME",1962,999000,157,3073,7653,28,896,14,NA,78
"Maine","ME",1963,982000,187,2972,7246,36,998,19,NA,64
"Maine","ME",1964,989000,339,3688,8573,77,1100,15,NA,75
"Maine","ME",1965,993000,333,4021,8671,43,933,21,NA,40
"Maine","ME",1966,983000,358,3578,8917,48,1048,22,NA,58
"Maine","ME",1967,973000,465,4452,9637,58,1081,4,NA,94
"Maine","ME",1968,979000,452,5029,9497,66,1309,29,NA,86
"Maine","ME",1969,978000,548,5672,11176,58,1404,16,NA,111
"Maine","ME",1970,993663,677,6345,11721,70,1516,15,NA,125
"Maine","ME",1971,1003000,665,7529,13318,74,1482,20,NA,144
"Maine","ME",1972,1029000,791,8155,15688,80,1671,55,NA,217
"Maine","ME",1973,1028000,943,10007,16107,80,1848,22,NA,213
"Maine","ME",1974,1047000,1027,13809,20375,91,2070,30,NA,292
"Maine","ME",1975,1059000,1798,14418,22958,110,2232,30,NA,386
"Maine","ME",1976,1070000,1813,14051,25011,106,2287,29,NA,406
"Maine","ME",1977,1085000,1845,13596,25505,147,2679,26,NA,420
"Maine","ME",1978,1091000,1756,13542,26579,121,2764,30,NA,359
"Maine","ME",1979,1097000,1710,12592,29828,131,2610,31,NA,349
"Maine","ME",1980,1123670,1650,13291,31151,145,2462,32,NA,346
"Maine","ME",1981,1132000,1665,14081,29545,145,2194,36,NA,368
"Maine","ME",1982,1133000,1326,11862,27863,152,2159,24,NA,345
